Fold,Epoch,Train_Loss,Val_Loss,MSE,MAE,NMAE,MMRE,PRED30,ACC,NonZeroPerc
1,1,0.13101618942649415,0.07935337691257398,0.07936539120657121,0.16967927540995573,0.20404469827779487,0.09841360180061075,0.9462025316455697,0.9,83.15789473684211
1,2,0.07153627373433362,0.07079854452361663,0.07077400920274417,0.16699347080858915,0.20081493325083505,0.11046635112548366,0.9588607594936709,0.9157894736842105,83.15789473684211
1,3,0.058006351930089295,0.0739335756128033,0.07387591661538202,0.14454691238107012,0.17382223640761596,0.08261501189038346,0.9651898734177216,0.9157894736842105,83.15789473684211
1,4,0.03936967263386274,0.07024058947960536,0.07008977563298421,0.14860966862608238,0.1787078293604788,0.09983561123438368,0.939873417721519,0.9157894736842105,83.15789473684211
1,5,0.03405443832161836,0.08173615702738364,0.08168929100591998,0.19161796218617574,0.23042666338843917,0.14621892135260225,0.9272151898734177,0.9052631578947369,83.15789473684211
2,1,0.13265639559055367,0.07201617459456126,0.07228484711725537,0.17060460314938897,0.20386713583889246,0.09124438520872367,0.9685534591194969,0.8921052631578947,83.6842105263158
2,2,0.07897180248983204,0.05288091371767223,0.05305537937106636,0.14294296324384814,0.1708123460146613,0.1023733244576263,0.9528301886792453,0.9421052631578948,83.6842105263158
2,3,0.058700007114869855,0.05203923784817258,0.0521348860837886,0.11803743978533404,0.14105102867429853,0.07687980754289238,0.9622641509433962,0.9342105263157895,83.6842105263158
2,4,0.04510878263196597,0.05886036421482762,0.058835680313620464,0.1334651717533186,0.15948668322723605,0.10664404021376896,0.9150943396226415,0.9289473684210526,83.6842105263158
2,5,0.033368490248297654,0.06176967220380902,0.06182184511504293,0.12844045317362637,0.15348230253452208,0.0963377761625269,0.9465408805031447,0.9236842105263158,83.6842105263158
3,1,0.1659658435576906,0.0958526764685909,0.0958496346268224,0.1894629298856384,0.2264022432595679,0.09968613788532533,0.9400630914826499,0.8947368421052632,83.42105263157895
3,2,0.07518326429029305,0.08588553499430418,0.08578655840146691,0.1681520554090017,0.20093641841327245,0.09380954776652604,0.9558359621451105,0.9052631578947369,83.42105263157895
3,3,0.05820532424453025,0.07934273996700843,0.07919521605014605,0.1510593710148609,0.18051119806807275,0.0902763861304954,0.9684542586750788,0.9105263157894737,83.42105263157895
3,4,0.044328851567115635,0.07949131991093357,0.07927116510734997,0.15237905239000132,0.18208817581195125,0.09774637457911713,0.9526813880126183,0.9105263157894737,83.42105263157895
3,5,0.031320008682087064,0.08166780835017562,0.08122236996142787,0.1457612598017716,0.1741801217757019,0.09184887689135804,0.9495268138801262,0.9157894736842105,83.42105263157895
4,1,0.13784680321502188,0.1127806818112731,0.113399027313959,0.20391920452696666,0.25339468365809953,0.09192192466243317,0.9605263157894737,0.8786279683377308,80.21108179419525
4,2,0.07008891187918682,0.09152571732799213,0.09203763467909593,0.16146899604958564,0.20064508033702608,0.0723928703289283,0.9671052631578947,0.8812664907651715,80.21108179419525
4,3,0.052990759431850165,0.08342924403647582,0.08398387191367544,0.16512458820122056,0.2051876030434839,0.10677504318913347,0.9276315789473685,0.8944591029023746,80.21108179419525
4,4,0.03925772451718027,0.08723239041864872,0.08786593372741312,0.16706974546076106,0.20760470009714244,0.11587160551234295,0.9111842105263158,0.9076517150395779,80.21108179419525
4,5,0.030138967112482835,0.08396505595495303,0.08465476714963929,0.16663875103999412,0.2070691365382222,0.11691437602214712,0.9144736842105263,0.9050131926121372,80.21108179419525
5,1,0.1754138747540613,0.06328908074647188,0.06333006000192883,0.15650406649881743,0.1770598244867218,0.11108515814169129,0.9194029850746268,0.9287598944591029,88.39050131926122
5,2,0.07598647599418958,0.0593329199279348,0.059381970363543625,0.1461301089545815,0.16532331729488475,0.11169254938835528,0.9134328358208955,0.9313984168865436,88.39050131926122
5,3,0.06095038203056902,0.0565757144552966,0.05649034832301958,0.13074666093469728,0.14791935669925452,0.08961429671009086,0.9611940298507463,0.9366754617414248,88.39050131926122
5,4,0.04773654099941874,0.057484627313291035,0.0575614132130747,0.14167702240294391,0.16028534773347983,0.10734268321808595,0.9582089552238806,0.9340369393139841,88.39050131926122
5,5,0.037825407043177016,0.062479924177750945,0.062436948092477476,0.16018858445281658,0.18122827912721637,0.13166842139812548,0.9492537313432836,0.9445910290237467,88.39050131926122
